Move Number,Move Name,Move Type,Move Category,Base Power,Accuracy,PP,Target,Priority,Flag: protect,Flag: mirror,Flag: heal,Flag: metronome,Flag: contact,Flag: snatch,Flag: bullet,Flag: distance,Flag: slicing,Flag: wind,Flag: bypasssub,Flag: allyanim,Flag: sound,Flag: dance,Flag: failencore,Flag: nosleeptalk,Flag: noassist,Flag: failcopycat,Flag: failmimic,Flag: failinstruct,Flag: reflectable,Flag: pulse,Flag: failmefirst,Flag: bite,Flag: recharge,Flag: nosketch,Flag: cantusetwice,Flag: nonsky,Flag: charge,Flag: gravity,Flag: punch,Flag: defrost,Flag: powder,Flag: futuremove,Flag: noparentalbond,Flag: pledgecombo,Flag: mustpressure,Secondary: chance,Secondary: boosts,Secondary: volatileStatus,Secondary: onHit,Secondary: self,Secondary: status,Boost: spdef,Boost: atk,Boost: speed,Boost: def,Boost: accuracy,Boost: spatk
1000,gmaxmalodor,Poison,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxmeltdown,Steel,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxoneblow,Dark,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxrapidflow,Water,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxreplenish,Normal,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxresonance,Ice,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxsandblast,Ground,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxsmite,Fairy,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxsnooze,Dark,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxsteelsurge,Steel,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxstonesurge,Water,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxstunshock,Electric,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxsweetness,Grass,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxtartness,Grass,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxterror,Ghost,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxvinelash,Grass,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxvolcalith,Rock,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxvoltcrash,Electric,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxwildfire,Fire,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxwindrage,Flying,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,grassknot,Grass,Special,0,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
520,grasspledge,Grass,Special,80,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
320,grasswhistle,Grass,Status,0,55,15,normal,0,1,1,,1,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,grassyglide,Grass,Physical,55,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,grassyterrain,Grass,Status,0,true,10,all,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
788,gravapple,Grass,Physical,80,100,10,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,,-1,,
356,gravity,Psychic,Status,0,true,5,all,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
45,growl,Normal,Status,0,100,40,allAdjacentFoes,0,1,1,,1,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,growth,Normal,Status,0,true,20,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,grudge,Ghost,Status,0,true,5,self,0,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,guardianofalola,Fairy,Special,0,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,guardsplit,Psychic,Status,0,true,10,normal,0,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,guardswap,Psychic,Status,0,true,10,normal,0,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,guillotine,Normal,Physical,0,30,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,gunkshot,Poison,Physical,120,80,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,psn,,,,,,
16,gust,Flying,Special,40,100,35,any,0,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,gyroball,Steel,Physical,0,100,5,normal,0,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,hail,Ice,Status,0,true,10,all,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,hammerarm,Fighting,Physical,100,90,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
603,happyhour,Normal,Status,0,true,30,allySide,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,harden,Normal,Status,0,true,30,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,hardpress,Steel,Physical,0,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,haze,Ice,Status,0,true,30,all,0,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,headbutt,Normal,Physical,70,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
543,headcharge,Normal,Physical,120,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,headlongrush,Ground,Physical,120,100,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
457,headsmash,Rock,Physical,150,80,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,healbell,Normal,Status,0,true,5,allyTeam,0,,,,1,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,healblock,Psychic,Status,0,100,15,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,healingwish,Psychic,Status,0,true,10,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,healorder,Bug,Status,0,true,10,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,healpulse,Psychic,Status,0,true,10,any,0,1,,1,1,,,,1,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,heartstamp,Psychic,Physical,60,100,25,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
391,heartswap,Psychic,Status,0,true,10,normal,0,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,heatcrash,Fire,Physical,0,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
257,heatwave,Fire,Special,95,90,10,allAdjacentFoes,0,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,brn,,,,,,
484,heavyslam,Steel,Physical,0,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
270,helpinghand,Normal,Status,0,true,20,adjacentAlly,5,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,hex,Ghost,Special,65,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpower,Normal,Special,60,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerbug,Bug,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerdark,Dark,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerdragon,Dragon,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerelectric,Electric,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerfighting,Fighting,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerfire,Fire,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerflying,Flying,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerghost,Ghost,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowergrass,Grass,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerground,Ground,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerice,Ice,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerpoison,Poison,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerpsychic,Psychic,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerrock,Rock,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowersteel,Steel,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,hiddenpowerwater,Water,Special,60,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,highhorsepower,Ground,Physical,95,95,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,highjumpkick,Fighting,Physical,130,90,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
610,holdback,Normal,Physical,40,100,40,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,holdhands,Normal,Status,0,true,40,adjacentAlly,0,,,,,,,,,,,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,honeclaws,Dark,Status,0,true,15,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,hornattack,Normal,Physical,65,100,25,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,horndrill,Normal,Physical,0,30,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,hornleech,Grass,Physical,75,100,10,normal,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,howl,Normal,Status,0,true,40,allies,0,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,hurricane,Flying,Special,110,70,10,any,0,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,confusion,,,,,,,,,
308,hydrocannon,Water,Special,150,90,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
56,hydropump,Water,Special,110,80,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,hydrosteam,Water,Special,80,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
642,hydrovortex,Water,Physical,1,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,hyperbeam,Normal,Special,150,90,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
887,hyperdrill,Normal,Physical,100,100,5,normal,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,hyperfang,Normal,Physical,80,90,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,,flinch,,,,,,,,,
621,hyperspacefury,Dark,Physical,100,true,5,normal,0,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
593,hyperspacehole,Psychic,Special,80,true,5,normal,0,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,hypervoice,Normal,Special,90,100,10,allAdjacentFoes,0,1,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,hypnosis,Psychic,Status,0,60,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,iceball,Ice,Physical,30,90,20,normal,0,1,1,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
58,icebeam,Ice,Special,90,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,frz,,,,,,
554,iceburn,Ice,Special,140,90,5,normal,0,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,30,,,,,brn,,,,,,
423,icefang,Ice,Physical,65,95,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
665,icehammer,Ice,Physical,100,90,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
8,icepunch,Ice,Physical,75,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,,,,,frz,,,,,,
420,iceshard,Ice,Physical,40,100,30,normal,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,icespinner,Ice,Physical,80,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,iciclecrash,Ice,Physical,85,90,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
333,iciclespear,Ice,Physical,25,100,30,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,icywind,Ice,Special,55,95,15,allAdjacentFoes,0,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,-1,,,
286,imprison,Psychic,Status,0,true,10,self,0,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
510,incinerate,Fire,Special,60,100,15,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,infernalparade,Ghost,Special,60,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,brn,,,,,,
517,inferno,Fire,Special,100,50,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,brn,,,,,,
640,infernooverdrive,Fire,Physical,1,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,infestation,Bug,Special,20,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,ingrain,Grass,Status,0,true,20,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
689,instruct,Psychic,Status,0,true,15,normal,0,1,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,iondeluge,Electric,Status,0,true,25,all,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,irondefense,Steel,Status,0,true,15,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,ironhead,Steel,Physical,80,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
231,irontail,Steel,Physical,100,75,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,[object Object],,,,,,,,-1,,
904,ivycudgel,Grass,Physical,100,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,jawlock,Dark,Physical,80,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
857,jetpunch,Water,Physical,60,100,15,normal,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
449,judgment,Normal,Special,100,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,jumpkick,Fighting,Physical,100,95,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
816,junglehealing,Grass,Status,0,true,10,allies,0,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,karatechop,Fighting,Physical,50,100,25,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,kinesis,Psychic,Status,0,80,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,kingsshield,Steel,Status,0,true,10,self,4,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,knockoff,Dark,Physical,65,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,kowtowcleave,Dark,Physical,85,true,10,normal,0,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,landswrath,Ground,Physical,90,100,10,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
673,laserfocus,Normal,Status,0,true,30,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,lashout,Dark,Physical,75,100,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,lastresort,Normal,Physical,140,100,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,lastrespects,Ghost,Physical,50,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,lavaplume,Fire,Special,80,100,15,allAdjacent,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,brn,,,,,,
670,leafage,Grass,Physical,40,100,40,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,leafblade,Grass,Physical,90,100,15,normal,0,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,leafstorm,Grass,Special,130,90,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,leaftornado,Grass,Special,65,90,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,[object Object],,,,,,,,,-1,
141,leechlife,Bug,Physical,80,100,10,normal,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,leechseed,Grass,Status,0,90,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,leer,Normal,Status,0,100,30,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,letssnuggleforever,Fairy,Physical,190,true,1,normal,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,lick,Ghost,Physical,30,100,30,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,par,,,,,,
791,lifedew,Water,Status,0,true,10,allies,0,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,lightofruin,Fairy,Special,140,90,5,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,lightscreen,Psychic,Status,0,true,30,allySide,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,lightthatburnsthesky,Psychic,Special,200,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,liquidation,Water,Physical,85,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,[object Object],,,,,,,,-1,,
199,lockon,Normal,Status,0,true,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,lovelykiss,Normal,Status,0,75,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,lowkick,Fighting,Physical,0,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,lowsweep,Fighting,Physical,65,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,-1,,,
381,luckychant,Normal,Status,0,true,30,allySide,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,luminacrash,Psychic,Special,80,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,-2,,,,,
849,lunarblessing,Psychic,Status,0,true,5,allies,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,lunardance,Psychic,Status,0,true,10,self,0,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,lunge,Bug,Physical,80,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,-1,,,,
295,lusterpurge,Psychic,Special,95,100,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,[object Object],,,,,-1,,,,,
183,machpunch,Fighting,Physical,40,100,30,normal,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
345,magicalleaf,Grass,Special,60,true,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,magicaltorque,Fairy,Physical,100,100,10,normal,0,1,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,,,1,,,,,,,,,,,,30,,confusion,,,,,,,,,
277,magiccoat,Psychic,Status,0,true,15,self,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,magicpowder,Psychic,Status,0,100,20,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
478,magicroom,Psychic,Status,0,true,10,all,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
